Periodicity;Year;Quarter;Month;Indicator;Value in Different Units;Date;Date_Object
Monthly;2016;;NOV;Total POS :  Sales (In Thousand Riyals);15294632.598;NOV 2016;2016-11-01
Monthly;2016;;DEC;Total POS :  Sales (In Thousand Riyals);15780496.519;DEC 2016;2016-12-01
Monthly;2017;;JAN;Total POS :  Sales (In Thousand Riyals);15754351.635;JAN 2017;2017-01-01
Monthly;2017;;APR;Total POS :  Sales (In Thousand Riyals);16471483.576;APR 2017;2017-04-01
Monthly;2018;;AUG;Total POS :  Sales (In Thousand Riyals);19198793.9;AUG 2018;2018-08-01
Monthly;2019;;JAN;Total POS :  Sales (In Thousand Riyals);21381143.87;JAN 2019;2019-01-01
Monthly;2019;;MAY;Total POS :  Sales (In Thousand Riyals);27819738.425;MAY 2019;2019-05-01
Monthly;2019;;AUG;Total POS :  Sales (In Thousand Riyals);23758511.7216126;AUG 2019;2019-08-01
Monthly;2020;;APR;Total POS :  Sales (In Thousand Riyals);16177319.16343;APR 2020;2020-04-01
Monthly;2020;;MAY;Total POS :  Sales (In Thousand Riyals);23451812.68346;MAY 2020;2020-05-01
Monthly;2020;;OCT;Total POS :  Sales (In Thousand Riyals);33637906.569;OCT 2020;2020-10-01
Monthly;2021;;JAN;Total POS :  Sales (In Thousand Riyals);37274404.5765424;JAN 2021;2021-01-01
Monthly;2021;;AUG;Total POS :  Sales (In Thousand Riyals);40972616.8566571;AUG 2021;2021-08-01
Monthly;2021;;NOV;Total POS :  Sales (In Thousand Riyals);41282904.1314327;NOV 2021;2021-11-01
Monthly;2022;;APR;Total POS :  Sales (In Thousand Riyals);49443844.5752981;APR 2022;2022-04-01
Monthly;2022;;JUL;Total POS :  Sales (In Thousand Riyals);45749334.6188664;JUL 2022;2022-07-01
Monthly;2023;;FEB;Total POS :  Sales (In Thousand Riyals);44799136.5905073;FEB 2023;2023-02-01
Monthly;2023;;APR;Total POS :  Sales (In Thousand Riyals);51573332.1853981;APR 2023;2023-04-01
Monthly;2023;;JUN;Total POS :  Sales (In Thousand Riyals);51852727.1941982;JUN 2023;2023-06-01
Monthly;2023;;OCT;Total POS :  Sales (In Thousand Riyals);51103900.277679;OCT 2023;2023-10-01
Monthly;2023;;NOV;Total POS :  Sales (In Thousand Riyals);52370867.9748811;NOV 2023;2023-11-01
Monthly;2024;;MAR;Total POS :  Sales (In Thousand Riyals);59678851.04707;MAR 2024;2024-03-01
Monthly;2024;;SEP;Total POS :  Sales (In Thousand Riyals);54858236.42589;SEP 2024;2024-09-01
Monthly;2025;;SEP;Total POS :  Sales (In Thousand Riyals);58242906.95013;SEP 2025;2025-09-01
Monthly;2025;;OCT;Total POS :  Sales (In Thousand Riyals);59862413.96322;OCT 2025;2025-10-01
Monthly;1995;;FEB;Total POS :  Number of Transactions;291870.0;FEB 1995;1995-02-01
Monthly;1995;;MAY;Total POS :  Number of Transactions;332095.0;MAY 1995;1995-05-01
Monthly;1995;;SEP;Total POS :  Number of Transactions;405718.0;SEP 1995;1995-09-01
Monthly;1995;;OCT;Total POS :  Number of Transactions;449144.0;OCT 1995;1995-10-01
Monthly;1996;;MAY;Total POS :  Number of Transactions;540471.0;MAY 1996;1996-05-01
Monthly;1996;;JUN;Total POS :  Number of Transactions;548293.0;JUN 1996;1996-06-01
Monthly;1996;;SEP;Total POS :  Number of Transactions;572063.0;SEP 1996;1996-09-01
Monthly;1997;;FEB;Total POS :  Number of Transactions;581052.0;FEB 1997;1997-02-01
Monthly;1997;;MAY;Total POS :  Number of Transactions;692376.0;MAY 1997;1997-05-01
Monthly;1997;;JUL;Total POS :  Number of Transactions;742836.0;JUL 1997;1997-07-01
Monthly;1997;;OCT;Total POS :  Number of Transactions;791442.0;OCT 1997;1997-10-01
Monthly;1998;;FEB;Total POS :  Number of Transactions;686257.0;FEB 1998;1998-02-01
Monthly;1998;;MAY;Total POS :  Number of Transactions;873691.0;MAY 1998;1998-05-01
Monthly;1998;;JUN;Total POS :  Number of Transactions;908240.0;JUN 1998;1998-06-01
Monthly;1998;;NOV;Total POS :  Number of Transactions;1011401.0;NOV 1998;1998-11-01
Monthly;1999;;APR;Total POS :  Number of Transactions;1061746.0;APR 1999;1999-04-01
Monthly;1999;;OCT;Total POS :  Number of Transactions;1275014.0;OCT 1999;1999-10-01
Monthly;1999;;NOV;Total POS :  Number of Transactions;1312741.0;NOV 1999;1999-11-01
Monthly;2000;;FEB;Total POS :  Number of Transactions;1265953.0;FEB 2000;2000-02-01
Monthly;2000;;MAY;Total POS :  Number of Transactions;1520049.0;MAY 2000;2000-05-01
Monthly;2000;;NOV;Total POS :  Number of Transactions;1675362.0;NOV 2000;2000-11-01
Monthly;2001;;JAN;Total POS :  Number of Transactions;1645613.0;JAN 2001;2001-01-01
Monthly;2001;;MAR;Total POS :  Number of Transactions;1770532.0;MAR 2001;2001-03-01
Monthly;2001;;AUG;Total POS :  Number of Transactions;1907370.0;AUG 2001;2001-08-01
Monthly;2003;;JAN;Total POS :  Number of Transactions;3133814.0;JAN 2003;2003-01-01
Monthly;2003;;FEB;Total POS :  Number of Transactions;2904181.0;FEB 2003;2003-02-01
Monthly;2003;;MAR;Total POS :  Number of Transactions;3272584.0;MAR 2003;2003-03-01
Monthly;2003;;MAY;Total POS :  Number of Transactions;3681637.0;MAY 2003;2003-05-01
Monthly;2003;;JUL;Total POS :  Number of Transactions;3757864.0;JUL 2003;2003-07-01
Monthly;2004;;MAR;Total POS :  Number of Transactions;4262066.0;MAR 2004;2004-03-01
Monthly;2004;;APR;Total POS :  Number of Transactions;4252600.0;APR 2004;2004-04-01
Monthly;2005;;MAR;Total POS :  Number of Transactions;5610236.0;MAR 2005;2005-03-01
Monthly;2005;;APR;Total POS :  Number of Transactions;5470402.0;APR 2005;2005-04-01
Monthly;2006;;FEB;Total POS :  Number of Transactions;6102767.0;FEB 2006;2006-02-01
Monthly;2006;;JUL;Total POS :  Number of Transactions;7468409.0;JUL 2006;2006-07-01
Monthly;2006;;OCT;Total POS :  Number of Transactions;7141807.0;OCT 2006;2006-10-01
Monthly;2007;;MAR;Total POS :  Number of Transactions;8268636.0;MAR 2007;2007-03-01
Monthly;2008;;OCT;Total POS :  Number of Transactions;9156996.0;OCT 2008;2008-10-01
Monthly;2008;;NOV;Total POS :  Number of Transactions;9893516.0;NOV 2008;2008-11-01
Monthly;2009;;OCT;Total POS :  Number of Transactions;10680715.0;OCT 2009;2009-10-01
Monthly;2010;;SEP;Total POS :  Number of Transactions;12074009.0;SEP 2010;2010-09-01
Monthly;2010;;NOV;Total POS :  Number of Transactions;13067645.0;NOV 2010;2010-11-01
Monthly;2011;;FEB;Total POS :  Number of Transactions;12747236.0;FEB 2011;2011-02-01
Monthly;2011;;APR;Total POS :  Number of Transactions;15903295.0;APR 2011;2011-04-01
Monthly;2012;;DEC;Total POS :  Number of Transactions;22558191.0;DEC 2012;2012-12-01
Monthly;2013;;MAY;Total POS :  Number of Transactions;22847865.0;MAY 2013;2013-05-01
Monthly;2013;;NOV;Total POS :  Number of Transactions;22460705.0;NOV 2013;2013-11-01
Monthly;2013;;DEC;Total POS :  Number of Transactions;24847135.0;DEC 2013;2013-12-01
Monthly;2014;;SEP;Total POS :  Number of Transactions;28061374.0;SEP 2014;2014-09-01
Monthly;2014;;NOV;Total POS :  Number of Transactions;29072435.0;NOV 2014;2014-11-01
Monthly;2015;;JUN;Total POS :  Number of Transactions;34253633.0;JUN 2015;2015-06-01
Monthly;2015;;JUL;Total POS :  Number of Transactions;32971654.0;JUL 2015;2015-07-01
Monthly;2015;;SEP;Total POS :  Number of Transactions;31813870.0;SEP 2015;2015-09-01
Monthly;2015;;DEC;Total POS :  Number of Transactions;37927109.0;DEC 2015;2015-12-01
Monthly;2016;;DEC;Total POS :  Number of Transactions;52153203.0;DEC 2016;2016-12-01
Monthly;2017;;JAN;Total POS :  Number of Transactions;52213447.0;JAN 2017;2017-01-01
Monthly;2017;;OCT;Total POS :  Number of Transactions;64271048.0;OCT 2017;2017-10-01
Monthly;2017;;DEC;Total POS :  Number of Transactions;72175327.0;DEC 2017;2017-12-01
Monthly;2018;;MAY;Total POS :  Number of Transactions;85957092.0;MAY 2018;2018-05-01
Monthly;2018;;AUG;Total POS :  Number of Transactions;86873424.0;AUG 2018;2018-08-01
Monthly;2019;;MAR;Total POS :  Number of Transactions;120774628.0;MAR 2019;2019-03-01
Monthly;2019;;DEC;Total POS :  Number of Transactions;180958712.0;DEC 2019;2019-12-01
Monthly;2020;;JAN;Total POS :  Number of Transactions;186144169.0;JAN 2020;2020-01-01
Monthly;2020;;FEB;Total POS :  Number of Transactions;183334456.0;FEB 2020;2020-02-01
Monthly;2020;;APR;Total POS :  Number of Transactions;121834258.0;APR 2020;2020-04-01
Monthly;2020;;JUL;Total POS :  Number of Transactions;268319674.0;JUL 2020;2020-07-01
Monthly;2020;;SEP;Total POS :  Number of Transactions;291969968.0;SEP 2020;2020-09-01
Monthly;2020;;DEC;Total POS :  Number of Transactions;346595474.0;DEC 2020;2020-12-01
Monthly;2021;;FEB;Total POS :  Number of Transactions;313768653.0;FEB 2021;2021-02-01
Monthly;2021;;APR;Total POS :  Number of Transactions;371342901.0;APR 2021;2021-04-01
Monthly;2021;;JUN;Total POS :  Number of Transactions;427322282.0;JUN 2021;2021-06-01
Monthly;2021;;DEC;Total POS :  Number of Transactions;525937084.0;DEC 2021;2021-12-01
Monthly;2022;;SEP;Total POS :  Number of Transactions;644414261.0;SEP 2022;2022-09-01
Monthly;2022;;NOV;Total POS :  Number of Transactions;656246635.0;NOV 2022;2022-11-01
Monthly;2022;;DEC;Total POS :  Number of Transactions;691923897.0;DEC 2022;2022-12-01
Monthly;2023;;APR;Total POS :  Number of Transactions;665430187.0;APR 2023;2023-04-01
Monthly;2023;;JUL;Total POS :  Number of Transactions;745901591.0;JUL 2023;2023-07-01
Monthly;2023;;NOV;Total POS :  Number of Transactions;798660763.0;NOV 2023;2023-11-01
Monthly;2025;;FEB;Total POS :  Number of Transactions;882016976.0;FEB 2025;2025-02-01
Monthly;2025;;APR;Total POS :  Number of Transactions;891532746.0;APR 2025;2025-04-01
Monthly;2025;;MAY;Total POS :  Number of Transactions;988830225.0;MAY 2025;2025-05-01
Monthly;2025;;JUN;Total POS :  Number of Transactions;919313353.0;JUN 2025;2025-06-01
Monthly;2025;;JUL;Total POS :  Number of Transactions;984926414.0;JUL 2025;2025-07-01
Monthly;2025;;SEP;Total POS :  Number of Transactions;986371663.0;SEP 2025;2025-09-01
Monthly;1995;;FEB;Total POS :  Number of Points of Sale Terminals;10751.0;FEB 1995;1995-02-01
Monthly;1995;;JUL;Total POS :  Number of Points of Sale Terminals;12425.0;JUL 1995;1995-07-01
Monthly;1995;;NOV;Total POS :  Number of Points of Sale Terminals;13720.0;NOV 1995;1995-11-01
Monthly;1995;;DEC;Total POS :  Number of Points of Sale Terminals;14020.0;DEC 1995;1995-12-01
Monthly;1996;;JAN;Total POS :  Number of Points of Sale Terminals;14159.0;JAN 1996;1996-01-01
Monthly;1996;;MAR;Total POS :  Number of Points of Sale Terminals;14439.0;MAR 1996;1996-03-01
Monthly;1997;;JUN;Total POS :  Number of Points of Sale Terminals;16112.0;JUN 1997;1997-06-01
Monthly;1998;;FEB;Total POS :  Number of Points of Sale Terminals;15802.0;FEB 1998;1998-02-01
Monthly;1998;;JUN;Total POS :  Number of Points of Sale Terminals;15901.0;JUN 1998;1998-06-01
Monthly;1999;;JAN;Total POS :  Number of Points of Sale Terminals;15897.0;JAN 1999;1999-01-01
Monthly;1999;;JUL;Total POS :  Number of Points of Sale Terminals;16152.0;JUL 1999;1999-07-01
Monthly;1999;;SEP;Total POS :  Number of Points of Sale Terminals;15856.0;SEP 1999;1999-09-01
Monthly;2000;;SEP;Total POS :  Number of Points of Sale Terminals;16386.0;SEP 2000;2000-09-01
Monthly;2000;;DEC;Total POS :  Number of Points of Sale Terminals;18537.0;DEC 2000;2000-12-01
Monthly;2001;;JAN;Total POS :  Number of Points of Sale Terminals;18612.0;JAN 2001;2001-01-01
Monthly;2001;;FEB;Total POS :  Number of Points of Sale Terminals;18731.0;FEB 2001;2001-02-01
Monthly;2001;;JUN;Total POS :  Number of Points of Sale Terminals;18407.0;JUN 2001;2001-06-01
Monthly;2001;;DEC;Total POS :  Number of Points of Sale Terminals;21631.0;DEC 2001;2001-12-01
Monthly;2003;;MAR;Total POS :  Number of Points of Sale Terminals;25126.0;MAR 2003;2003-03-01
Monthly;2003;;JUN;Total POS :  Number of Points of Sale Terminals;26537.0;JUN 2003;2003-06-01
Monthly;2003;;SEP;Total POS :  Number of Points of Sale Terminals;27820.0;SEP 2003;2003-09-01
Monthly;2003;;OCT;Total POS :  Number of Points of Sale Terminals;28247.0;OCT 2003;2003-10-01
Monthly;2003;;NOV;Total POS :  Number of Points of Sale Terminals;28642.0;NOV 2003;2003-11-01
Monthly;2003;;DEC;Total POS :  Number of Points of Sale Terminals;29060.0;DEC 2003;2003-12-01
Monthly;2004;;APR;Total POS :  Number of Points of Sale Terminals;30845.0;APR 2004;2004-04-01
Monthly;2005;;MAY;Total POS :  Number of Points of Sale Terminals;36088.0;MAY 2005;2005-05-01
Monthly;2005;;AUG;Total POS :  Number of Points of Sale Terminals;40782.0;AUG 2005;2005-08-01
Monthly;2005;;OCT;Total POS :  Number of Points of Sale Terminals;41852.0;OCT 2005;2005-10-01
Monthly;2005;;NOV;Total POS :  Number of Points of Sale Terminals;42931.0;NOV 2005;2005-11-01
Monthly;2007;;JAN;Total POS :  Number of Points of Sale Terminals;53112.0;JAN 2007;2007-01-01
Monthly;2007;;NOV;Total POS :  Number of Points of Sale Terminals;60309.0;NOV 2007;2007-11-01
Monthly;2007;;DEC;Total POS :  Number of Points of Sale Terminals;61557.0;DEC 2007;2007-12-01
Monthly;2008;;JUL;Total POS :  Number of Points of Sale Terminals;68442.0;JUL 2008;2008-07-01
Monthly;2008;;AUG;Total POS :  Number of Points of Sale Terminals;69649.0;AUG 2008;2008-08-01
Monthly;2008;;NOV;Total POS :  Number of Points of Sale Terminals;72217.0;NOV 2008;2008-11-01
Monthly;2008;;DEC;Total POS :  Number of Points of Sale Terminals;72351.0;DEC 2008;2008-12-01
Monthly;2009;;MAR;Total POS :  Number of Points of Sale Terminals;74291.0;MAR 2009;2009-03-01
Monthly;2010;;FEB;Total POS :  Number of Points of Sale Terminals;71504.0;FEB 2010;2010-02-01
Monthly;2010;;MAR;Total POS :  Number of Points of Sale Terminals;70469.0;MAR 2010;2010-03-01
Monthly;2010;;OCT;Total POS :  Number of Points of Sale Terminals;76091.0;OCT 2010;2010-10-01
Monthly;2010;;DEC;Total POS :  Number of Points of Sale Terminals;80505.0;DEC 2010;2010-12-01
Monthly;2011;;SEP;Total POS :  Number of Points of Sale Terminals;86954.0;SEP 2011;2011-09-01
Monthly;2013;;OCT;Total POS :  Number of Points of Sale Terminals;105249.0;OCT 2013;2013-10-01
Monthly;2013;;NOV;Total POS :  Number of Points of Sale Terminals;105736.0;NOV 2013;2013-11-01
Monthly;2014;;APR;Total POS :  Number of Points of Sale Terminals;116236.0;APR 2014;2014-04-01
Monthly;2014;;JUL;Total POS :  Number of Points of Sale Terminals;123780.0;JUL 2014;2014-07-01
Monthly;2014;;DEC;Total POS :  Number of Points of Sale Terminals;138779.0;DEC 2014;2014-12-01
Monthly;2015;;APR;Total POS :  Number of Points of Sale Terminals;164161.0;APR 2015;2015-04-01
Monthly;2015;;MAY;Total POS :  Number of Points of Sale Terminals;167418.0;MAY 2015;2015-05-01
Monthly;2015;;JUN;Total POS :  Number of Points of Sale Terminals;175300.0;JUN 2015;2015-06-01
Monthly;2015;;SEP;Total POS :  Number of Points of Sale Terminals;197686.0;SEP 2015;2015-09-01
Monthly;2015;;OCT;Total POS :  Number of Points of Sale Terminals;204175.0;OCT 2015;2015-10-01
Monthly;2015;;NOV;Total POS :  Number of Points of Sale Terminals;215248.0;NOV 2015;2015-11-01
Monthly;2016;;JAN;Total POS :  Number of Points of Sale Terminals;232380.0;JAN 2016;2016-01-01
Monthly;2016;;MAR;Total POS :  Number of Points of Sale Terminals;249229.0;MAR 2016;2016-03-01
Monthly;2016;;AUG;Total POS :  Number of Points of Sale Terminals;262841.0;AUG 2016;2016-08-01
Monthly;2016;;SEP;Total POS :  Number of Points of Sale Terminals;261828.0;SEP 2016;2016-09-01
Monthly;2016;;OCT;Total POS :  Number of Points of Sale Terminals;262017.0;OCT 2016;2016-10-01
Monthly;2016;;NOV;Total POS :  Number of Points of Sale Terminals;264810.0;NOV 2016;2016-11-01
Monthly;2016;;DEC;Total POS :  Number of Points of Sale Terminals;267827.0;DEC 2016;2016-12-01
Monthly;2017;;MAR;Total POS :  Number of Points of Sale Terminals;292540.0;MAR 2017;2017-03-01
Monthly;2017;;JUN;Total POS :  Number of Points of Sale Terminals;301363.0;JUN 2017;2017-06-01
Monthly;2018;;MAY;Total POS :  Number of Points of Sale Terminals;323556.0;MAY 2018;2018-05-01
Monthly;2019;;FEB;Total POS :  Number of Points of Sale Terminals;363244.0;FEB 2019;2019-02-01
Monthly;2019;;MAY;Total POS :  Number of Points of Sale Terminals;387839.0;MAY 2019;2019-05-01
Monthly;2020;;APR;Total POS :  Number of Points of Sale Terminals;486151.0;APR 2020;2020-04-01
Monthly;2020;;JUL;Total POS :  Number of Points of Sale Terminals;558762.0;JUL 2020;2020-07-01
Monthly;2020;;AUG;Total POS :  Number of Points of Sale Terminals;579942.0;AUG 2020;2020-08-01
Monthly;2020;;SEP;Total POS :  Number of Points of Sale Terminals;614285.0;SEP 2020;2020-09-01
Monthly;2021;;JAN;Total POS :  Number of Points of Sale Terminals;739464.0;JAN 2021;2021-01-01
Monthly;2021;;MAR;Total POS :  Number of Points of Sale Terminals;792842.0;MAR 2021;2021-03-01
Monthly;2021;;JUL;Total POS :  Number of Points of Sale Terminals;859336.0;JUL 2021;2021-07-01
Monthly;2021;;OCT;Total POS :  Number of Points of Sale Terminals;936130.0;OCT 2021;2021-10-01
Monthly;2021;;NOV;Total POS :  Number of Points of Sale Terminals;968772.0;NOV 2021;2021-11-01
Monthly;2021;;DEC;Total POS :  Number of Points of Sale Terminals;1013233.0;DEC 2021;2021-12-01
Monthly;2022;;JAN;Total POS :  Number of Points of Sale Terminals;1050987.0;JAN 2022;2022-01-01
Monthly;2022;;OCT;Total POS :  Number of Points of Sale Terminals;1385847.0;OCT 2022;2022-10-01
Monthly;2022;;NOV;Total POS :  Number of Points of Sale Terminals;1438163.0;NOV 2022;2022-11-01
Monthly;2022;;DEC;Total POS :  Number of Points of Sale Terminals;1438121.0;DEC 2022;2022-12-01
Monthly;2023;;MAY;Total POS :  Number of Points of Sale Terminals;1568697.0;MAY 2023;2023-05-01
Monthly;2023;;DEC;Total POS :  Number of Points of Sale Terminals;1739070.0;DEC 2023;2023-12-01
Monthly;2024;;JUL;Total POS :  Number of Points of Sale Terminals;1822134.0;JUL 2024;2024-07-01
Monthly;2024;;SEP;Total POS :  Number of Points of Sale Terminals;1895058.0;SEP 2024;2024-09-01
Monthly;2025;;SEP;Total POS :  Number of Points of Sale Terminals;2249852.0;SEP 2025;2025-09-01
Monthly;2025;;DEC;Total POS :  Number of Points of Sale Terminals;2330051.0;DEC 2025;2025-12-01
Monthly;2019;;APR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;4362244.0;APR 2019;2019-04-01
Monthly;2019;;JUN;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;5732796.0;JUN 2019;2019-06-01
Monthly;2019;;NOV;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;18473148.0;NOV 2019;2019-11-01
Monthly;2020;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;29280666.0;MAR 2020;2020-03-01
Monthly;2020;;JUL;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;60313895.0;JUL 2020;2020-07-01
Monthly;2020;;OCT;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;81531234.0;OCT 2020;2020-10-01
Monthly;2021;;MAR;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;124438752.0;MAR 2021;2021-03-01
Monthly;2021;;NOV;POS Transactions Using Near Field Communication Technology : Number of Transactions :  Mobile Transactions;189130310.0;NOV 2021;2021-11-01
